year,Cleaniness,Cleaniness_POS,Cleaniness_NEG,CleaninessNumbers,Amenities,Amenities_POS,Amenities_NEG,AmenitiesNumbers,Services,Services_POS,Services_NEG,ServicesNumbers,Value,Value_POS,Value_NEG,ValueNumbers,Location,Location_POS,Location_NEG,LocationNumbers,General,General_POS,General_NEG,GeneralNumbers
2023,80.5,67.28571428571429,,1/1,72.98541666666667,56.10416666666667,,2/2,64.55939428819637,45.94113367727951,,16/16,0,0,0,0/0,0,0,0,0/0,68.52796296296296,52.10962962962962,,3/3
General,80.5,,,1/1,72.98541666666667,,,2/2,64.55939428819637,,,16/16,0,,,0/0,0,,,0/0,68.52796296296296,,,3/3
