year,Cleaniness,Cleaniness_POS,Cleaniness_NEG,CleaninessNumbers,Amenities,Amenities_POS,Amenities_NEG,AmenitiesNumbers,Services,Services_POS,Services_NEG,ServicesNumbers,Value,Value_POS,Value_NEG,ValueNumbers,Location,Location_POS,Location_NEG,LocationNumbers,General,General_POS,General_NEG,GeneralNumbers
2023,0,0,0,0/0,62.30909090909091,42.47272727272727,,1/1,66.82006009615384,48.25165865384616,,4/4,0,0,0,0/0,60.99824735449736,39.92175925925926,,2/2,66.81420818238999,48.83182036818401,,3/3
General,0,,,0/0,62.30909090909091,,,1/1,66.82006009615384,,,4/4,0,,,0/0,60.99824735449736,,,2/2,66.81420818238999,,,3/3
